original_cfs,true_cf,improved_cfs,feasible_cf
N#N.NCl1F2#O13#C1[Na]#O13#OC2#S#O#CF#Br1C#[SH]1C12#C#C3#O1#[Ca]3#C2S#C#C#C1C2#C1#S2.[H]#[Na].[NaH],True,N#N.NCl1F2#O13#C1[Na]#O13#OC2#S#O#CF#Br1C#[SH]1C12#C#C3#O1#[Ca]3#C2S#C#C#C1C2#C1#S2.[H]#[Na].[NaH],False
N#N.NCl1F2#O13#C1[Na]#O13#OC2#S#O#CF#Br1C#[SH]1C12#C#C3#O1#[Ca]3#C2S#N#C#C1C2#C1#S2.[H]#[Na].[NaH],True,N#N.NCl1F2#O13#C1[Na]#O13#OC2#S#O#CF#Br1C#[SH]1C12#C#C3#O1#[Ca]3#C2S#N#C#C1C2#C1#S2.[H]#[Na].[NaH],False
N#N#N.NCl1F2#O13#C1[Na]#O13#OC2#S#O#CF#Br1C#[SH]1C12#C#C3#O1#[Ca]3#C2S#C#C#C1C2#C1#S2.[H]#[Na].[NaH],True,N#N#N.NCl1F2#O13#C1[Na]#O13#OC2#S#O#CF#Br1C#[SH]1C12#C#C3#O1#[Ca]3#C2S#C#C#C1C2#C1#S2.[H]#[Na].[NaH],False
N#N.NCl1F2#O13#C1[Na]#O13#OC2#S#O#CF#Br1C#[SH]1C12#C#C3#O1#[Ca]3#C2S#C#C#C1C2#C1#S2.[H]#[Na].[NaH],True,N#N.NCl1F2#O13#C1[Na]#O13#OC2#S#O#CF#Br1C#[SH]1C12#C#C3#O1#[Ca]3#C2S#C#C#C1C2#C1#S2.[H]#[Na].[NaH],False
C1=C(Cl)C=CC5=C1N(CCCN4CCC3(N2C(CCCC2)NC3=O)CC4)C6=C(CC5)C=CC=C6,True,C1=C(Cl)C=CC5=C1N(CCCN4CCC3(N2C(CCCC2)NC3=O)CC4)C6=C(CC5)C=CC=C6,False
NNN.ClC1F2O13C1[Na]O13OC2SOCCFBrCSC1C2C1S2.[NaH].[NaH],True,NNN.ClC1F2O13C1[Na]O13OC2SOCCFBrCSC1C2C1S2.[NaH].[NaH],False
N#N.NCl1F2#O13#C1[Na]#O13#OC2#S#O#CF#Br1C#[SH]1C12#C#C3#O1#[Ca]3#C2S#C#C#C1C2#C1#S2.[H]#[Na].[NaH],True,N#N.NCl1F2#O13#C1[Na]#O13#OC2#S#O#CF#Br1C#[SH]1C12#C#C3#O1#[Ca]3#C2S#C#C#C1C2#C1#S2.[H]#[Na].[NaH],False
N#N.NCl1F2#O13#C1[Na]#O13#OC2#S#O#CF#Br1C#[SH]1C12#C#C3#O1#[Ca]3#C2S#C#C#C1C2#C1#S2.[H]#[Na].[NaH],True,N#N.NCl1F2#O13#C1[Na]#O13#OC2#S#O#CF#Br1C#[SH]1C12#C#C3#O1#[Ca]3#C2S#C#C#C1C2#C1#S2.[H]#[Na].[NaH],False
CNCCC=C3c1ccccc1C2CC2c4ccccc34,True,CNCCC=C3c1ccccc1C2CC2c4ccccc34,True
N#N.NCl1F2#O13#C1[Na]#O13#OC2#S#O#CF#Br1C#[SH]1C12#C#C3#O1#[Ca]3#C2S#C#C#C1C2#C1#S2.[H]#[Na].[NaH],True,N#N.NCl1F2#O13#C1[Na]#O13#OC2#S#O#CF#Br1C#[SH]1C12#C#C3#O1#[Ca]3#C2S#C#C#C1C2#C1#S2.[H]#[Na].[NaH],False
