COCCOC(=O)NCCCCC(C=O)NC(=O)OCCOC,"This molecule contains amide, carbonyl, ether, and alkyl functional groups, in which amide may be the most influential for failing clinical trials for toxicity reasons.",35,135
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,"This molecule contains alkyl, alkane, and chloro functional groups, in which chloro may be the most influential for failing clinical trials for toxicity reasons.",32,131
O=C(O)C(O)C(O)C(O)C(O)C(=O)O,"This molecule contains carboxylic acid, ester, and ketone functional groups, in which carboxylic acid may be the most influential for failing clinical trials for toxicity reasons.",38,135
[H]N=C(N)C1=CC(=O)C(=CC=C2C=CC(=C(N)N)C=C2)C=C1,"This molecule contains amine, carbonyl, imine, and benzene functional groups, in which amine may be the most influential for failing clinical trials for toxicity reasons.",36,151
[H]N=C(N)C1=CC=C(OCCCCCOC2=CC=C(C(N)=N[H])C=C2)C=C1,"This molecule contains amine, azo, ether, and phenyl functional groups, in which azo may be the most influential for failing clinical trials for toxicity reasons.",34,146
O=N(O)O,"This molecule contains nitro, nitrite, and peroxide functional groups, in which nitro may be the most influential for failing clinical trials for toxicity reasons.",32,118
N=O,"This molecule contains a nitrogen and an oxygen functional group, in which nitro may be the most influential for failing clinical trials for toxicity reasons.",11,116
O=[Tc](=O)(=O)O,"This molecule contains carbonyl, oxide, and peroxide functional groups, in which peroxide may be the most influential for failing clinical trials for toxicity reasons.",32,125
O=P(O)(O)F,"This molecule contains a phosphorus group, oxygen group, and fluorine group, in which the phosphorus group may be the most influential for failing clinical trials for toxicity reasons.",35,120
O=S(=O)(O)O,"This molecule contains sulfur, oxygen, and two sulfate functional groups, in which sulfate may be the most influential for failing clinical trials for toxicity reasons.",29,122
O=S(O)(O)=S,"This molecule contains sulfur, oxygen, and double bond functional groups, in which sulfur may be the most influential for failing clinical trials for toxicity reasons.",29,120
[SeH2],"This molecule contains Se, H, and functional groups, in which Se may be the most influential for failing clinical trials for toxicity reasons.",27,118
CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,"This molecule contains amine, boronic acid, carbonyl, and phenyl functional groups, in which boronic acid may be the most influential for failing clinical trials for toxicity reasons.",38,151
CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C1=NC=CN=C1)B(O)O,"This molecule contains amine, boronic acid, carbonyl, and phenyl functional groups, in which boronic acid may be the most influential for failing clinical trials for toxicity reasons.",38,151
CC(C)CC(NC(=O)CNC(=O)C1=C(Cl)C=CC(Cl)=C1)B(O)O,"This molecule contains amine, boronic acid, carbonyl, and alkyl functional groups, in which boronic acid may be the most influential for failing clinical trials for toxicity reasons.",38,146
C#CC1(OC(N)=O)CCCCC1,"This molecule contains carbonyl, ester, alkene, and alkyl functional groups, in which ester may be the most influential for failing clinical trials for toxicity reasons.",36,126
C#CCNC1CCC2=C1C=CC=C2,"This molecule contains alkyne, amine, cyclopropane, and benzene functional groups, in which alkyne may be the most influential for failing clinical trials for toxicity reasons.",39,127
C#CCC(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C(=O)NC(CCC(=O)O)C(=O)O)C=C1,"This molecule contains amide, carboxylic acid, imine, and pyridine functional groups, in which amide may be the most influential for failing clinical trials for toxicity reasons.",39,164
C#N,"This molecule contains a carbon-carbon triple bond, a nitrile group, in which the nitrile group may be the most influential for failing clinical trials for toxicity reasons.",23,116
N#C[Fe](C#N)(C#N)(C#N)(C#N)N=O,"This molecule contains carbon-carbon triple bond, cyano, iron, and nitroso functional groups, in which iron may be the most influential for failing clinical trials for toxicity reasons.",37,138
O=C1OC(C(O)CO)C(O)=C1O,"This molecule contains carbonyl, hydroxyl, and cyclic ether functional groups, in which carbonyl may be the most influential for failing clinical trials for toxicity reasons.",35,128
NC(CS)C(=O)O,"This molecule contains amine, carbonyl, thiol, and carboxylic acid functional groups, in which amine may be the most influential for failing clinical trials for toxicity reasons.",39,123
OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,"This molecule contains alcohol, ether, hemiacetal, and hemiketal functional groups, in which alcohol may be the most influential for failing clinical trials for toxicity reasons.",34,141
O=S(=O)(OCC1OC(OC2(COS(=O)(=O)O[Al](O)O)OC(OS(=O)(=O)O[Al](O)O)C(OS(=O)(=O)O[Al](O)O)C2OS(=O)(=O)O[Al](O)O)C(OS(=O)(=O)O[Al](O)O)C(OS(=O)(=O)O[Al](O)O)C1OS(=O)(=O)O[Al](O)O)O[Al](O)O,"This molecule contains aldehyde, ether, sulfate, and thioether functional groups, in which sulfate may be the most influential for failing clinical trials for toxicity reasons.",33,254
OCC1OC(O)C(F)C(O)C1O,"This molecule contains alcohol, ether, ketone, and aldehyde functional groups, in which ketone may be the most influential for failing clinical trials for toxicity reasons.",33,127
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,"This molecule contains alcohol, ether, hemiacetal, and cyclic acetal functional groups, in which alcohol may be the most influential for failing clinical trials for toxicity reasons.",34,142
O=C1OC(CO)C(O)C(O)C1O,"This molecule contains aldehyde, alcohol, ester, and cyclic ether functional groups, in which aldehyde may be the most influential for failing clinical trials for toxicity reasons.",34,129
O=CC(O)C(O)C(O)CO,"This molecule contains alcohol, aldehyde, and ester functional groups, in which ester may be the most influential for failing clinical trials for toxicity reasons.",31,125
OCC(O)C(O)C(O)C(O)CO,"This molecule contains alcohol, aldehyde, and ether functional groups, in which alcohol may be the most influential for failing clinical trials for toxicity reasons.",29,126
