original_cfs,true_cf,improved_cfs,feasible_cf,graph_idx
C1CC(C1)(C(=O)O)C(=O)O.N.N.[Pt],True,C1CC(C1)(C(=O)O)C(=O)O.N.N.[Pt],False,8
CN1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2,True,CN1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2,False,397
C#CCSCC1ClCl2O3#C124N3#S#O1#O42#C34#O#C35#C1#S#Br51#N#O13#N1#O5#O1OF3O#O51#O(#N1)Cl4#F21[AlH2]#O12=ClClN2(O)OOO(#O)(O)O(#O)O,True,C#CCSCC1ClCl2O3#C124N3#S#O1#O42#C34#O#C35#C1#S#Br51#N#O13#N1#O5#O1OF3O#O51#O(#N1)Cl4#F21[AlH2]#O12=ClClN2(O)OOO(#O)(O)O(#O)O,False,4
C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)N=C(N=C2N)Cl,True,C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)N=C(N=C2N)Cl,False,30
CCOC1=CC=C(C=C1)C2=CC(=CN2C3=CC=C(C=C3)S(=O)(=O)N)C,True,CCOC1=CC=C(C=C1)C2=CC(=CN2C3=CC=C(C=C3)S(=O)(=O)N)C,False,333
C#CC1SO2C3C2N24(#ON2#N#C#F4#O2#O#C24#C#S#O42#N#C24#O2#C5#F2N#F4O#Cl52#Cl(Cl#F)#N2)N13,True,C#CC1SO2C3C2N24(#ON2#N#C#F4#O2#O#C24#C#S#O42#N#C24#O2#C5#F2N#F4O#Cl52#Cl(Cl#F)#N2)N13,False,41
C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,True,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,False,11
O=[Si]1(=O)O[SH]2#[Si]3#[Si]#Cl4#O21#[AlH2]F12#Cl3Cl4#NO#25#O3F6OO4#O2#N53#O64#N#Br35#S#C4#C12#O#C32#O21#O4#S#N5O3#C214C1CSC(C#[SeH])Cl35Cl2,True,O=[Si]1(=O)O[SH]2#[Si]3#[Si]#Cl4#O21#[AlH2]F12#Cl3Cl4#NO#25#O3F6OO4#O2#N53#O64#N#Br35#S#C4#C12#O#C32#O21#O4#S#N5O3#C214C1CSC(C#[SeH])Cl35Cl2,False,328
O=[Fe](O)O[AlH2]#SClCl1[AlH2]F12#ClCl1#ClO#13#OF1#OF4#O3#N4#O13#N#Br31#S#Cl#C13#O#C3#C21#O#S#N2O3#C214C(CSCC#[SeH])ClN34,True,O=[Fe](O)O[AlH2]#SClCl1[AlH2]F12#ClCl1#ClO#13#OF1#OF4#O3#N4#O13#N#Br31#S#Cl#C13#O#C3#C21#O#S#N2O3#C214C(CSCC#[SeH])ClN34,False,75
O#N(O)O(#O)(O)O1ON2(O)Cl3#[Si]1#[Si]#Cl3#Cl21#[AlH2]F12=Cl1Cl3#NO#34#OF3OO5#O4#N5#O34#N#Br43#S#Cl4#C35#O#C15#O21#O4#S#N2O3#C214C(CSCC#[SeH])ClCl34,True,O#N(O)O(#O)(O)O1ON2(O)Cl3#[Si]1#[Si]#Cl3#Cl21#[AlH2]F12=Cl1Cl3#NO#34#OF3OO5#O4#N5#O34#N#Br43#S#Cl4#C35#O#C15#O21#O4#S#N2O3#C214C(CSCC#[SeH])ClCl34,False,151
CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,True,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,False,47
C#CC1CCC2ClCl13O1#C234N1#S#O1#O42#C34#O#C35#C1#S#Br51#N#O13#N15#O6#O1OF3O5#F61#O(#N1)Cl=4=F21[AsH]#O12#Cl13#[Au]#[As]4#[SH]1N2(O)(OO4O(#O)(O)O(#O)O)[Au]3,True,C#CC1CCC2ClCl13O1#C234N1#S#O1#O42#C34#O#C35#C1#S#Br51#N#O13#N15#O6#O1OF3O5#F61#O(#N1)Cl=4=F21[AsH]#O12#Cl13#[Au]#[As]4#[SH]1N2(O)(OO4O(#O)(O)O(#O)O)[Au]3,False,24
O=[Si]=Cl,True,O=[Si]=Cl,False,20
C#CC1SO2C3C2N2(#CN#N#C#F2#O2#O#C24#C#S#O42#N#C24#O25C6#F2N#F4O5#Cl62#Cl(Cl#F[Si](#[Au])#SCl(O)[Co])#N2)N13,True,C#CC1SO2C3C2N2(#CN#N#C#F2#O2#O#C24#C#S#O42#N#C24#O25C6#F2N#F4O5#Cl62#Cl(Cl#F[Si](#[Au])#SCl(O)[Co])#N2)N13,False,1
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O.Cl,True,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O.Cl,False,43
C#CCSCC1ClN2O3#C124N3#S#O1#O42#C34#O#C35#Cl1#S#Br51#N#O13#N1#O5#F1O=F3O#O51#Cl(#N1)Cl4#F21[AlH2]#O1ClS#[AlH2]O(O)[Zn](#O)O,True,C#CCSCC1ClN2O3#C124N3#S#O1#O42#C34#O#C35#Cl1#S#Br51#N#O13#N1#O5#F1O=F3O#O51#Cl(#N1)Cl4#F21[AlH2]#O1ClS#[AlH2]O(O)[Zn](#O)O,False,399
[SiH]#Cl(S)=O1#[AlH2]F12#ClCl1#NO#13#OF1=OO4#O3#N4#O13#N#Br31#S#Cl3#C14#O#C4#O21#O3#S#N2O3#C214C(CSCC#[SeH])ClN34,True,[SiH]#Cl(S)=O1#[AlH2]F12#ClCl1#NO#13#OF1=OO4#O3#N4#O13#N#Br31#S#Cl3#C14#O#C4#O21#O3#S#N2O3#C214C(CSCC#[SeH])ClN34,False,364
CCC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)OC(=O)OCC,True,CCC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)OC(=O)OCC,False,134
CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO,True,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO,False,68
C#CCSCC1ClN2O3#O124N3#S#O1#O42#C34#O#C35#C1#S#Br5#N#O1#N3#O5#F3OF1O#O51#Cl(#N1)Cl4=F21[AlH2]#Cl1ClCl#[AlH2]O(O)[Zn](=O)O,True,C#CCSCC1ClN2O3#O124N3#S#O1#O42#C34#O#C35#C1#S#Br5#N#O1#N3#O5#F3OF1O#O51#Cl(#N1)Cl4=F21[AlH2]#Cl1ClCl#[AlH2]O(O)[Zn](=O)O,False,360
