[Cl].CC(C)NCC(O)COc1cccc2ccccc12,"This molecule contains alcohol, amine, ether, and halogen functional groups, in which amine may be the most influential for blood-brain-barrier permeability (BBBP).",37,135
C(=O)(OC(C)(C)C)CCCc1ccc(cc1)N(CCCl)CCCl,"This molecule contains carbonyl, ester, alkyl, and aromatic functional groups, in which carbonyl may be the most influential for blood-brain-barrier permeability (BBBP).",40,143
c12c3c(N4CCN(C)CC4)c(F)cc1c(c(C(O)=O)cn2C(C)CO3)=O,"This molecule contains carboxylic acid, amide, aromatic ring, and fluorine functional groups, in which amide may be the most influential for blood-brain-barrier permeability (BBBP).",42,151
C1CCN(CC1)Cc1cccc(c1)OCCCNC(=O)C,"This molecule contains alcohol, amine, amide, and aromatic functional groups, in which amide may be the most influential for blood-brain-barrier permeability (BBBP).",37,138
Cc1onc(c2ccccc2Cl)c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(O)=O,"This molecule contains amide, carbonyl, imine, and thiol functional groups, in which amide may be the most influential for blood-brain-barrier permeability (BBBP).",40,166
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(O)=O)CSc4nnnn4C)c5ccc(O)cc5)C(=O)C1=O,"This molecule contains amide, carbonyl, imidazole, and thiazolidine functional groups, in which amide may be the most influential for blood-brain-barrier permeability (BBBP).",43,189
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(/O)NCN5CCCC5)C1=O,"This molecule contains alcohol, amide, carboxylic acid, and ketone functional groups, in which amide may be the most influential for blood-brain-barrier permeability (BBBP).",41,189
Cn1c2CCC(Cn3ccnc3C)C(=O)c2c4ccccc14,"This molecule contains amine, carbonyl, cyclohexane, and pyrimidine functional groups, in which amine may be the most influential for blood-brain-barrier permeability (BBBP).",43,142
COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O,"This molecule contains amide, ester, thioether, and phenyl functional groups, in which amide may be the most influential for blood-brain-barrier permeability (BBBP).",40,155
NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,"This molecule contains amide, amine, cyano, and pyrimidine functional groups, in which amide may be the most influential for blood-brain-barrier permeability (BBBP).",40,134
OCC(C)(O)c1onc(c2ncn3c2CN(C)C(c4c3cccc4Cl)=O)n1,"This molecule contains alcohol, amine, carbonyl, and heterocyclic functional groups, in which carbonyl may be the most influential for blood-brain-barrier permeability (BBBP).",41,147
CC1=CN([C@H]2C[C@H](F)[C@@H](CO)O2)C(=O)NC1=O,"This molecule contains amide, carbonyl, furan, and pyrimidine functional groups, in which amide may be the most influential for blood-brain-barrier permeability (BBBP).",41,152
C(Cl)Cl,"This molecule contains a carbon atom and two chlorine atoms, in which the chlorine atoms may be the most influential for blood-brain-barrier permeability (BBBP).",33,121
