('Br.Br.Br.Br.Br.Br.Br', 764)
('Br.Br.Br.Br.Br.Br.Br', 828)
('Br.Br.Br.Br.Br.Br.Br', 149)
('Br.Br.Br.Br.Br.Br.Br', 586)
('Br.Br.Br.Br.Br.Br.Br', 433)
('Br.Br.Br.Br.Br.Br.Br', 681)
('Br.Br.Br.Br.Br.Br.Br', 252)
('Br.Br.Br.Br.Br.Br.Br', 742)
('Br.Br.Br.Br.Br.Br.Br', 368)
('Br.Br.Br.Br.Br.Br.Br', 79)
('Br.Br.Br.Br.Br.Br.Br', 550)
('Br.Br.Br.Br.Br.Br.Br', 966)
('Br.Br.Br.Br.Br.Br.Br', 672)
('Br.Br.Br.Br.Br.Br.Br', 751)
('Br.Br.Br.Br.Br.Br.Br', 22)
('Br.Br.Br.Br.Br.Br.Br', 111)
('Br.Br.Br.Br.Br.Br.Br', 698)
('Br.Br.Br.Br.Br.Br.Br', 675)
('Br.Br.Br.Br.Br.Br.Br', 255)
('Br.Br.Br.Br.Br.Br.Br', 882)
('Br.Br.Br.Br.Br.Br.Br', 31)
('Br.Br.Br.Br.Br.Br.Br', 801)
('Br.Br.Br.Br.Br.Br.Br', 203)
('Br.Br.Br.Br.Br.Br.Br', 522)
('Br.Br.Br.Br.Br.Br.Br', 105)
('Br.Br.Br.Br.Br.Br.Br', 870)
('Br.Br.Br.Br.Br.Br.Br', 4)
('Br.Br.Br.Br.Br.Br.Br', 542)
('Br.Br.Br.Br.Br.Br.Br', 471)
('Br.Br.Br.Br.Br.Br.Br', 292)
('Br.Br.Br.Br.Br.Br.Br', 792)
('Br.Br.Br.Br.Br.Br.Br', 890)
('Br.Br.Br.Br.Br.Br.Br', 848)
('Br.Br.Br.Br.Br.Br.Br', 204)
('Br.Br.Br.Br.Br.Br.Br', 113)
('Br.Br.Br.Br.Br.Br.Br', 841)
('Br.Br.Br.Br.Br.Br.Br', 475)
