original_cfs,true_cf,improved_cfs,feasible_cf,graph_idx
CN1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2,True,CN1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2,False,397
CC1=CC2=C(C=C1)N=C(N2)C3=CC=C(C=C3)C(=O)N[C@H]4C[C@H]([C@H](NC(=O)[C@@H]5[C@H]([C@H](CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC4=O)[C@@H](C)O)O)[C@@H]([C@H](C7=CC=C(C=C7)OS(=O)(=O)O)O)O)[C@@H](CC(=O)N)O)C)O)O)O,True,CC1=CC2=C(C=C1)N=C(N2)C3=CC=C(C=C3)C(=O)N[C@H]4C[C@H]([C@H](NC(=O)[C@@H]5[C@H]([C@H](CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC4=O)[C@@H](C)O)O)[C@@H]([C@H](C7=CC=C(C=C7)OS(=O)(=O)O)O)O)[C@@H](CC(=O)N)O)C)O)O)O,False,254
C#N1#C2#O3C45SC6C4C23C52N3C4C1(FC#ON41OO1C(OF)#C1O=F#O1FClO)C1(#O62)OC31I([Au])ClCl,True,C#N1#C2#O3C45SC6C4C23C52N3C4C1(FC#ON41OO1C(OF)#C1O=F#O1FClO)C1(#O62)OC31I([Au])ClCl,False,240
B#N1#C2O3C4C5O6[SH]2N532C63N5C6C1(FO1#OO617N(Cl(OCl)#C1CF#O1F1FCl1)O7[Si]#[Ca][Tc])C1(#O432)OC51[IH][Tc],True,B#N1#C2O3C4C5O6[SH]2N532C63N5C6C1(FO1#OO617N(Cl(OCl)#C1CF#O1F1FCl1)O7[Si]#[Ca][Tc])C1(#O432)OC51[IH][Tc],False,72
C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,True,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,False,23
C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)OCCCCO[N+](=O)[O-],True,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)OCCCCO[N+](=O)[O-],False,33
CC1CCC2C(C(=CC=CC=C(C)C(=O)C(C)OC)OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C,True,CC1CCC2C(C(=CC=CC=C(C)C(=O)C(C)OC)OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C,True,36
C#NCC1O2C3C4O5[SH]1N421C52N4O5C(FO6#OO567N(Cl(OF)#C5CC#Cl5FClF)O7[Cu]#[Ca][Tc][CaH])N5(#O321)ON45[IH][Tc],True,C#NCC1O2C3C4O5[SH]1N421C52N4O5C(FO6#OO567N(Cl(OF)#C5CC#Cl5FClF)O7[Cu]#[Ca][Tc][CaH])N5(#O321)ON45[IH][Tc],False,353
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5,True,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5,False,70
C#N1#C2O3C4C5O6[SH]2N532C63N5O6C1(FO1#OO617N(Cl(OF)#C1CC#Cl1F1FCl1)O7[Cu]#[Ca][Tc][CaH])N1(#O432)ON51I([Tc])[IH][AlH]PP[Ti]#[As],True,C#N1#C2O3C4C5O6[SH]2N532C63N5O6C1(FO1#OO617N(Cl(OF)#C1CC#Cl1F1FCl1)O7[Cu]#[Ca][Tc][CaH])N1(#O432)ON51I([Tc])[IH][AlH]PP[Ti]#[As],False,3
CCc1c2cc(ccc2nc-3c1Cn4c3cc5c(c4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)[NH+]7CCCCC7,True,CCc1c2cc(ccc2nc-3c1Cn4c3cc5c(c4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)[NH+]7CCCCC7,False,151
C#N1#C2#[SH]3O24C2C5OC236O2C3(I(Cl)[Au])N7O8C1(FC#OO81N(C(OF)#C8C=F#O8FClO)O1[SiH3])C23#O5C746,True,C#N1#C2#[SH]3O24C2C5OC236O2C3(I(Cl)[Au])N7O8C1(FC#OO81N(C(OF)#C8C=F#O8FClO)O1[SiH3])C23#O5C746,False,17
C#N#C12O3C4C5C16[SH]2N531C62N3C5C(FO6#OO567N(Cl(OF)#C5CC#Cl5FClP)O7[Cu]#[Ca][Tc][Hg])N5(#O421)ON35[IH]Cl[Mn]P,True,C#N#C12O3C4C5C16[SH]2N531C62N3C5C(FO6#OO567N(Cl(OF)#C5CC#Cl5FClP)O7[Cu]#[Ca][Tc][Hg])N5(#O421)ON35[IH]Cl[Mn]P,False,5
CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7,True,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7,False,152
C#N#C12O3C4C5O16[SH]2N531C62N3O5C(FO6#OO567N(Cl(OF)#C5CC#Cl5FClF)O7[Cu]#[Ca][Tc][Tc])N5(#O421)ON35I([Cr])[IH][Mn]PP[Ti]#I,True,C#N#C12O3C4C5O16[SH]2N531C62N3O5C(FO6#OO567N(Cl(OF)#C5CC#Cl5FClF)O7[Cu]#[Ca][Tc][Tc])N5(#O421)ON35I([Cr])[IH][Mn]PP[Ti]#I,False,287
CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\\2/C3=C(C=CC(=C3)F)NC2=O)C,True,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\\2/C3=C(C=CC(=C3)F)NC2=O)C,False,286
C#N#C1O2C3C4O5[SH]1N421C52N4O5C(FO6#OO567N(Cl(OF)#C5CC#Cl5FClF)O7[Cu]#[Ca][Tc][CaH])N5(#O321)ON45[IH][IH][Mn]PP[BiH]#I,True,C#N#C1O2C3C4O5[SH]1N421C52N4O5C(FO6#OO567N(Cl(OF)#C5CC#Cl5FClF)O7[Cu]#[Ca][Tc][CaH])N5(#O321)ON45[IH][IH][Mn]PP[BiH]#I,False,59
C#N#C1O2C3C4O5[SH]1N421C52N4O5C(FO6#OO567N(Cl(OF)#C5CC#Cl5F5FCl5)O7[Cu]#[Ca][Tc][CaH])N5(#O321)ON45[IH][AlH2],True,C#N#C1O2C3C4O5[SH]1N421C52N4O5C(FO6#OO567N(Cl(OF)#C5CC#Cl5F5FCl5)O7[Cu]#[Ca][Tc][CaH])N5(#O321)ON45[IH][AlH2],False,16
C#N#C1O2C3C4O5[SH]1N421C52N4O5C(FO6#OO567N(Cl(OF)#C5CC#Cl5FClF)O7[Cu]#[Ca][Tc][CaH])N5(#O321)ON45I([Tc])P[Mn]PP[BiH]#[Cu],True,C#N#C1O2C3C4O5[SH]1N421C52N4O5C(FO6#OO567N(Cl(OF)#C5CC#Cl5FClF)O7[Cu]#[Ca][Tc][CaH])N5(#O321)ON45I([Tc])P[Mn]PP[BiH]#[Cu],False,223
C#N1#C2O3N24C2C5CC236O2C3N7C8C1(FC#OO81O8O1C8(OCl)#C1O8#F#O18FClO)C32#O5C746,True,C#N1#C2O3N24C2C5CC236O2C3N7C8C1(FC#OO81O8O1C8(OCl)#C1O8#F#O18FClO)C32#O5C746,False,7
CCC1=CC2C[C@@](c3c(c4ccccc4[nH]3)C[NH+](C2)C1)(c5cc6c(cc5OC)N([C@@H]7[C@]68CC[NH+]9[C@H]8[C@@](C=CC9)([C@H]([C@@]7(C(=O)OC)O)OC(=O)C)CC)C)C(=O)OC,True,CCC1=CC2C[C@@](c3c(c4ccccc4[nH]3)C[NH+](C2)C1)(c5cc6c(cc5OC)N([C@@H]7[C@]68CC[NH+]9[C@H]8[C@@](C=CC9)([C@H]([C@@]7(C(=O)OC)O)OC(=O)C)CC)C)C(=O)OC,False,156
C#N1#C2=O3C24C2C5CC236O2C3N7C8C1(FC#ON81OO1C(OCl)#C1O#F#O1FClO)C32#O5C746,True,C#N1#C2=O3C24C2C5CC236O2C3N7C8C1(FC#ON81OO1C(OCl)#C1O#F#O1FClO)C32#O5C746,False,350
CC(C(=O)O)O.CN1CCN(CC1)C2=CC3=C(C=C2)N/C(=C\4/C(=C5C(=NC4=O)C=CC=C5F)N)/N3.O,True,CC(C(=O)O)O.CN1CCN(CC1)C2=CC3=C(C=C2)N/C(=C\4/C(=C5C(=NC4=O)C=CC=C5F)N)/N3.O,False,46
C#N1#C2O3C4C5C6[SH]2N532C63N5C6C1(FO1#OO617N(Cl(OF)#C1C[Au]#Cl1F1PCl1)O7[Cu]#[Ca][IH][CaH])N1(#O432)ON51I([AlH2])[IH][AlH]P[IH][Ti]#I,True,C#N1#C2O3C4C5C6[SH]2N532C63N5C6C1(FO1#OO617N(Cl(OF)#C1C[Au]#Cl1F1PCl1)O7[Cu]#[Ca][IH][CaH])N1(#O432)ON51I([AlH2])[IH][AlH]P[IH][Ti]#I,False,27
