COC1=CC(NS(C)(=O)=O)=CC=C1NC1=C2C=CC=CC2=NC2=CC=CC=C21,"This molecule contains amine, carbonyl, ether, and thioester functional groups, in which amine may be the most influential for mutagenicity.",33,145
COC(=O)C1=CC=CC2=C1C(=O)C1=C(OC)C=C3OC4OC=CC4C3=C1O2,"This molecule contains aldehyde, ester, ether, and phenyl functional groups, in which ester may be the most influential for mutagenicity.",31,151
CC1=CC=CC(N)=C1C,"This molecule contains alkene, aromatic ring, and amine functional groups, in which alkene may be the most influential for mutagenicity.",29,121
OC1C=CC2OC2C1O,"This molecule contains ether, alkene, and cyclic ether functional groups, in which alkene may be the most influential for mutagenicity.",28,121
ONC1=CC=C(C2=CC=CC=C2)C=C1,"This molecule contains an ether, a benzene ring, and a double bond, in which the benzene ring may be the most influential for mutagenicity.",32,128
CC(O)C(=O)NCCO,"This molecule contains alcohol, amide, carbonyl, and ether functional groups, in which amide may be the most influential for mutagenicity.",31,121
O=C(Cl)C1=C(Cl)C=CC=C1Cl,"This molecule contains carbonyl, alkene, and two chloro functional groups, in which carbonyl may be the most influential for mutagenicity.",32,125
CN(C)CCNC(=O)C1=CC=CC2=CC=C(C3=CC=CC=C3)N=C21,"This molecule contains amine, amide, aromatic ring, and nitrile functional groups, in which aromatic ring may be the most influential for mutagenicity.",33,141
CC1=CC=CN2C1=NC1=CC=C(N)N=C12,"This molecule contains amine, aromatic ring, imine, and pyrimidine functional groups, in which aromatic ring may be the most influential for mutagenicity.",33,130
CC(C)CCCC(C)C1CCC2C3C=CC4(OO)CC(O)CCC4(C)C3CCC12C,"This molecule contains alkane, alkene, alcohol, and cyclohexane functional groups, in which alkene may be the most influential for mutagenicity.",33,141
CC(=O)C(Cl)(Cl)Cl,"This molecule contains carbonyl, alkyl halide, and alkyl functional groups, in which alkyl halide may be the most influential for mutagenicity.",34,121
CN1C2=CC3=CC=NC=C3N=C2N=C1N,"This molecule contains imine, pyrimidine, pyridine, and triazine functional groups, in which pyrimidine may be the most influential for mutagenicity.",35,130
O=C1C2=CC=CC=C2NC1=C1NC2=CC=CC=C2C1=O,"This molecule contains amide, benzene, imine, and ketone functional groups, in which amide may be the most influential for mutagenicity.",32,137
NC(CSC(Cl)=C(Cl)C(Cl)=C(Cl)Cl)C(=O)O,"This molecule contains amine, carboxylic acid, thioether, and alkene functional groups, in which thioether may be the most influential for mutagenicity.",37,132
NNC(=O)C1=CC=NC=C1,"This molecule contains amide, aromatic, cyano, and pyridine functional groups, in which amide may be the most influential for mutagenicity.",32,124
CC(Cl)CO,"This molecule contains an alkyl group, a halogen group, and an alcohol group, in which the halogen group may be the most influential for mutagenicity.",34,114
OC1C2=CC=CC3=C2C2(OC2C1O)C1=CC=C2C=CC=CC2=C13,"This molecule contains ether, phenyl, furan, and alkene functional groups, in which alkene may be the most influential for mutagenicity.",31,144
CN1C=NC(C2=CC=CC=C2)=C1N=O,"This molecule contains azide, diazo, imine, and nitro functional groups, in which nitro may be the most influential for mutagenicity.",32,129
CC1=C2C(=CC3=CC=CC=C31)C1=CC=CC=C1C1OC21,"This molecule contains alkene, alkane, benzene, and ether functional groups, in which alkene may be the most influential for mutagenicity.",31,138
C1=CC=C2C(=C1)C=CC1=CC=CN=C12,"This molecule contains alkene, alkyne, amine, and benzene functional groups, in which alkene may be the most influential for mutagenicity.",33,132
CN1C2=CC=C3C=CC=CC3=C2C2=C3C=CC=CC3=CC=C21,"This molecule contains imine, benzene, pyridine, and pyrimidine functional groups, in which pyrimidine may be the most influential for mutagenicity.",35,140
CN1C2=CC=C3N=CC=CC3=C2N=C1N,"This molecule contains imine, pyridine, and triazine functional groups, in which pyridine may be the most influential for mutagenicity.",31,130
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2C1=O,"This molecule contains carbonyl, thioester, thiol, and isothiocyanate functional groups, in which thioester may be the most influential for mutagenicity.",38,137
CCC1(O)CC(OC2CC(N(C)C)C(O)C(C)O2)C2=C(C=C3C(=O)C4=CC=CC(O)=C4C(=O)C3=C2O)C1C(=O)OC,"This molecule contains alcohol, aldehyde, carboxylic acid, and ether functional groups, in which carboxylic acid may be the most influential for mutagenicity.",36,173
NC1=CC=C2N=C3C=CC(N)=CC3=NC2=C1,"This molecule contains imine, pyridine, pyrimidine, and benzene functional groups, in which pyrimidine may be the most influential for mutagenicity.",35,131
COC1=CC2=C(C=C1OC)C1=C3OCOC3=CC3=C1C(C2)N(C)CC3,"This molecule contains ether, alkene, benzene, and amine functional groups, in which alkene may be the most influential for mutagenicity.",31,143
NC1=CC=C2C=CC=CC2=C1,"This molecule contains aromatic ring, nitrile, and conjugated double bond functional groups, in which aromatic ring may be the most influential for mutagenicity.",32,124
OCC(O)C1CO1,"This molecule contains alcohol, ether, and cyclic ether functional groups, in which alcohol may be the most influential for mutagenicity.",26,117
CC1=NC2=CC=C(N(C)C)C(C)=C2N=C1C,"This molecule contains alkene, amine, cyano, and pyrimidine functional groups, in which pyrimidine may be the most influential for mutagenicity.",34,132
O=NN(O)C1=CC=CC=C1,"This molecule contains amine, carbonyl, nitro, and aromatic functional groups, in which nitro may be the most influential for mutagenicity.",32,123
CC(Br)C(Br)COP(=O)(OCC(Br)C(C)Br)OCC(Br)C(C)Br,"This molecule contains alkyl, alkyl bromide, ester, and phosphonate functional groups, in which alkyl bromide may be the most influential for mutagenicity.",37,143
O=S(=O)(O)O.OCC1=C2C=CC=CC2=CC2=C1C=CC1=CC=CC=C12.[NaH],"This molecule contains ether, sulfone, phenyl, and alkene functional groups, in which sulfone may be the most influential for mutagenicity.",31,149
CC1CCC(C(C)C)C(=O)C1,"This molecule contains carbonyl, cyclohexane, alkane, and methyl functional groups, in which carbonyl may be the most influential for mutagenicity.",35,125
CC1=CN=C2C(=N1)C=C(C)C1=C2N=C(N)N1C,"This molecule contains alkene, amine, cyano, and pyrimidine functional groups, in which pyrimidine may be the most influential for mutagenicity.",34,137
CN(C)C1=CC=C(N=NC2=CC=CC3=CC=CC=C32)C=C1,"This molecule contains amine, cyano, imine, and benzene functional groups, in which imine may be the most influential for mutagenicity.",32,137
Cl.NC1=C2C=CC=CC2=NC2=CC=CC=C21.O,"This molecule contains amine, chlorine, nitrile, and oxygen functional groups, in which amine may be the most influential for mutagenicity.",31,132
OC1C=CC2=CC3=C4C(=CC5=CC=CC=C53)C3=CC=CC=C3C4=C2C1O,"This molecule contains alcohol, alkene, benzene, and ether functional groups, in which alkene may be the most influential for mutagenicity.",30,148
CC(=O)C1(O)CC2=C(O)C3=C(C(=O)C4=C(O)C=CC=C4C3=O)C(O)=C2C(OC2CC(N)C(O)C(C)O2)C1,"This molecule contains alcohol, aldehyde, carboxylic acid, and ketone functional groups, in which carboxylic acid may be the most influential for mutagenicity.",37,170
CCC12OC1(C(=O)OC)C(=O)NC2(C)O,"This molecule contains carbonyl, ester, hydroxyl, and amide functional groups, in which carbonyl may be the most influential for mutagenicity.",35,131
CC1=CC2=C3C(=C1)C=CC=C3C1=CC3=CC=CC=C3C=C12,"This molecule contains alkene, aromatic, and alkyne functional groups, in which aromatic may be the most influential for mutagenicity.",28,142
COCC=O,"This molecule contains two carbon-carbon double bonds, one carbonyl group, and one ether functional group, in which the carbonyl group may be the most influential for mutagenicity.",39,114
CC1=NC(N)=C(C)C2=C1C1=CC=CC=C1N2,"This molecule contains amine, aromatic ring, imine, and alkene functional groups, in which aromatic ring may be the most influential for mutagenicity.",32,133
C1=CC=C2C(=C1)C=CC1=C3C4=C(C=CC=C4C=C21)C1OC31,"This molecule contains alkene, alkyne, arene, and ether functional groups, in which arene may be the most influential for mutagenicity.",32,144
CN(C)CCNC(=O)C1=CC=CC2=C1C(=O)C1=CC=CC=C1C2=O,"This molecule contains amine, amide, aromatic ring, and ketone functional groups, in which amine may be the most influential for mutagenicity.",32,145
NC1=CC=CC2=C1C1=CC=CC3=C1C2=CC=C3,"This molecule contains alkene, alkyne, benzene, and pyridine functional groups, in which alkene may be the most influential for mutagenicity.",34,134
NC(=O)CC1CO1,"This molecule contains amide, carbonyl, and cyclic ether functional groups, in which amide may be the most influential for mutagenicity.",30,119
COC(=O)C12OC1(C)C(C)(O)NC2=O,"This molecule contains carbonyl, ester, ether, and lactone functional groups, in which carbonyl may be the most influential for mutagenicity.",33,131
COC1=CC=C(CNC(=O)C(C)Br)C=C1OC,"This molecule contains amide, benzene, ether, and bromo functional groups, in which amide may be the most influential for mutagenicity.",31,131
O=C(C1=CC=CC=C1)C1OC1C1=CC=CC=C1,"This molecule contains aldehyde, ester, ether, and benzene functional groups, in which benzene may be the most influential for mutagenicity.",31,133
OC1=CC=C2C=CC3=C4C=CC(O)C(O)C4=CC=C3C2=C1,"This molecule contains alcohol, aldehyde, aromatic ring, and ether functional groups, in which aromatic ring may be the most influential for mutagenicity.",30,140
OCC1=CC2=CC=C3C=CC=C4C=CC(=C1)C2=C43,"This molecule contains alkene, alkyne, aromatic ring, and ether functional groups, in which aromatic ring may be the most influential for mutagenicity.",32,136
NC1=CC=C(SC2=CC=CC=C2)C=C1,"This molecule contains a thioether, benzene, and alkene functional groups, in which thioether may be the most influential for mutagenicity.",32,127
CC(=O)N(OC(=O)C1=CC=CC=C1)C1=CC=C2C(=C1)CC1=CC=CC=C12,"This molecule contains aldehyde, amide, ester, and benzene functional groups, in which amide may be the most influential for mutagenicity.",32,151
