original_cfs,true_cf,improved_cfs,feasible_cf,graph_idx
C#N1#N#O2345O[Au]OC6CO2N3C14NC1O2(#C3#O4#C57#F45#C124SCl7N512F(#F)O15I1#F7(#FCl8F#Cl#187Cl3)N542)C6,True,C#N1#N#O2345O[Au]OC6CO2N3C14NC1O2(#C3#O4#C57#F45#C124SCl7N512F(#F)O15I1#F7(#FCl8F#Cl#187Cl3)N542)C6,False,328
B#N1#N(S[Cr][Tc])#P2N3C1NCO1(CN(O4OBr4)NO32)C2#O3#C4#C3#N13SN4S14O(O1#C)O34C13#CF4ON41(#I#3)Cl2,True,B#N1#N(S[Cr][Tc])#P2N3C1NCO1(CN(O4OBr4)NO32)C2#O3#C4#C3#N13SN4S14O(O1#C)O34C13#CF4ON41(#I#3)Cl2,False,16
B#N1#N2#O345ON3C14NOO1(CO(N)O3O(O5[Pt]2[Tc]([AsH2])[Tc])Br3[Fe][BiH2])C(ClN234#I#C2#CF3F4)#C2#C3#C2#N12CN3S13C(#C)O1O23,True,B#N1#N2#O345ON3C14NOO1(CO(N)O3O(O5[Pt]2[Tc]([AsH2])[Tc])Br3[Fe][BiH2])C(ClN234#I#C2#CF3F4)#C2#C3#C2#N12CN3S13C(#C)O1O23,False,74
B#N1#N(S[Tc](O)[SiH3])#P2ON2C1NCO1(CC(N)F2OBr2[Pt][SiH3])C2#O3#O4#C3#N13SN4S14O(O1#O)N34C13#CF4ON41(#I#3)Cl2,True,B#N1#N(S[Tc](O)[SiH3])#P2ON2C1NCO1(CC(N)F2OBr2[Pt][SiH3])C2#O3#O4#C3#N13SN4S14O(O1#O)N34C13#CF4ON41(#I#3)Cl2,False,23
B1N2ON3N4ON5N6O7N8C9(CO1(CNC2C)C(ClN12I1CF3O4)O1C2C1N23SN1S23C(C)O1O23)[Tc]NBr1O(O12)O3[SH]4[Tc]([AsH2])[Tc],True,B1N2ON3N4ON5N6O7N8C9(CO1(CNC2C)C(ClN12I1CF3O4)O1C2C1N23SN1S23C(C)O1O23)[Tc]NBr1O(O12)O3[SH]4[Tc]([AsH2])[Tc],False,25
C#N1#N#O23O[Au]OC4CO2N3C1NC1O2(#C3#O5#C6#F57#C125SCl6N712F(#F)O16I1#F7(#FCl8F#Cl#187Cl3)N652)C4,True,C#N1#N#O23O[Au]OC4CO2N3C1NC1O2(#C3#O5#C6#F57#C125SCl6N712F(#F)O16I1#F7(#FCl8F#Cl#187Cl3)N652)C4,False,4
CCC1=CC2C[C@@](c3c(c4ccccc4[nH]3)C[NH+](C2)C1)(c5cc6c(cc5OC)N([C@@H]7[C@]68CC[NH+]9[C@H]8[C@@](C=CC9)([C@H]([C@@]7(C(=O)OC)O)OC(=O)C)CC)C)C(=O)OC,True,CCC1=CC2C[C@@](c3c(c4ccccc4[nH]3)C[NH+](C2)C1)(c5cc6c(cc5OC)N([C@@H]7[C@]68CC[NH+]9[C@H]8[C@@](C=CC9)([C@H]([C@@]7(C(=O)OC)O)OC(=O)C)CC)C)C(=O)OC,False,156
CCCCCCCCc1ccc(cc1)CCC(CO)(CO)[NH3+],True,CCCCCCCCc1ccc(cc1)CCC(CO)(CO)[NH3+],False,230
C#N1#N#O234O[Au]OC5CO2N3C1NC1O2(#C3#O6#C47#F64#C126SCl7N412F(#F)O14C1#F7(#FCl8F#Cl#187Cl3)N462)C5,True,C#N1#N#O234O[Au]OC5CO2N3C1NC1O2(#C3#O6#C47#F64#C126SCl7N412F(#F)O14C1#F7(#FCl8F#Cl#187Cl3)N462)C5,False,18
B#N1#N2#O34ON3C1NOO1(CN(N)O3O(O4Cl2[Tc]([AsH2])[Tc])Br3[Se][SiH3])C(ClN234#I#C2#CF3F4)#O2#O3#C2#N12ClN3S13N(#C)O1O23,True,B#N1#N2#O34ON3C1NOO1(CN(N)O3O(O4Cl2[Tc]([AsH2])[Tc])Br3[Se][SiH3])C(ClN234#I#C2#CF3F4)#O2#O3#C2#N12ClN3S13N(#C)O1O23,False,252
