original_cfs,true_cf,improved_cfs,feasible_cf
C#S1#C#P1#O1#C#N2#N#N2C#1N1#O2[Hg]#[Tl]C=13#C2#NC1C2#C4#C#Br4(#C2)C[Al]1O3F[H][Ti]#[Tl]1[Tc]#[H]1[Cu],True,C#S1#C#P1#O1#C#N2#N#N2C#1N1#O2[Hg]#[Tl]C=13#C2#NC1C2#C4#C#Br4(#C2)C[Al]1O3F[H][Ti]#[Tl]1[Tc]#[H]1[Cu],False
C1CN(CCN1CC2=CC3=C(C=C2)OC(O3)(F)F)C(=O)NC4=C(C=CN=C4)Cl,True,C1CN(CCN1CC2=CC3=C(C=C2)OC(O3)(F)F)C(=O)NC4=C(C=CN=C4)Cl,False
C#S#C#C#O1#C#N#N#NC#1N#O1([Hg][TlH2])#O2#C13#O1C(C4#C5#C3#Br51#C4)[AlH2]1(C)O2F2[H][Ti]#[Mn]13[Mn]#[H]23[Cu].O#OCl,True,C#S#C#C#O1#C#N#N#NC#1N#O1([Hg][TlH2])#O2#C13#O1C(C4#C5#C3#Br51#C4)[AlH2]1(C)O2F2[H][Ti]#[Mn]13[Mn]#[H]23[Cu].O#OCl,False
CS(=O)(=O)CCNCc1ccc(o1)c2ccc3c(c2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5cccc(c5)F,True,CS(=O)(=O)CCNCc1ccc(o1)c2ccc3c(c2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5cccc(c5)F,False
C#S#C#[PH]#O1#C#N#N#NC#1N1#O2([Hg]#[Tl])#C=13#C2#NC1C2#C4#C#Br4(#C2)C[AlH2]12O3F[H][Ti]#[Tl]21[Tc]#[H]1[Cu],True,C#S#C#[PH]#O1#C#N#N#NC#1N1#O2([Hg]#[Tl])#C=13#C2#NC1C2#C4#C#Br4(#C2)C[AlH2]12O3F[H][Ti]#[Tl]21[Tc]#[H]1[Cu],False
C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[Ca+2],True,C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[Ca+2],False
C#S#C#C#O1#C#N#N#NC#1N#O1([Hg][TlH2])#O2#C1#OC(C1#C3#C#Br3#C1)[AlH2]1(C)O2F[H][Ti]#[Tl]12[Mn]#[H]2[Cu].O#OCl,True,C#S#C#C#O1#C#N#N#NC#1N#O1([Hg][TlH2])#O2#C1#OC(C1#C3#C#Br3#C1)[AlH2]1(C)O2F[H][Ti]#[Tl]12[Mn]#[H]2[Cu].O#OCl,False
CC(C)(COC(=O)N)COC(=O)NC(C)C,True,CC(C)(COC(=O)N)COC(=O)NC(C)C,False
C#S1#C#P1#O1#C#N2#N#N2C=1N1#O2C13#C2#NC1C2#C4#C#Br4(#C2)C1O3F,True,C#S1#C#P1#O1#C#N2#N#N2C=1N1#O2C13#C2#NC1C2#C4#C#Br4(#C2)C1O3F,False
C#S#C#C#O1#C#N#N#NC#1N#O1([Hg][TlH2])#O2#C13#O1C(C4#C5#C3#Br51#C4)[AlH2]1(C)O2F2[H][Ti]#[Tl]13[Mn]#[H]23[Cu].O#OCl,True,C#S#C#C#O1#C#N#N#NC#1N#O1([Hg][TlH2])#O2#C13#O1C(C4#C5#C3#Br51#C4)[AlH2]1(C)O2F2[H][Ti]#[Tl]13[Mn]#[H]23[Cu].O#OCl,False
C1C(C(C(C1O)N2C=NC(=NC2=O)N)O)O,True,C1C(C(C(C1O)N2C=NC(=NC2=O)N)O)O,False
C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,True,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,False
CC(C)[C@]1(CC(=NO1)C2=NC=CC3=CC=CC=C32)C(=O)N[C@H]4CC(=O)O[C@@]4(CF)O,True,CC(C)[C@]1(CC(=NO1)C2=NC=CC3=CC=CC=C32)C(=O)N[C@H]4CC(=O)O[C@@]4(CF)O,False
C#S1#C#P1#O1#C#N#N#NC#1N1#O2([Hg]#[Tl])#C=13#C2#NC1C2#C4#C#Br4(#C2)C[Al]1O3F[H][Ti]#[Tl]1[Tc]#[H]1[Cu],True,C#S1#C#P1#O1#C#N#N#NC#1N1#O2([Hg]#[Tl])#C=13#C2#NC1C2#C4#C#Br4(#C2)C[Al]1O3F[H][Ti]#[Tl]1[Tc]#[H]1[Cu],False
C#S#C#C#O1#C#N#N#NC#1N#O1O2#C13#O1C(C4#C5#C3#Br51#C4)[AlH2]1(C)O2F2[H][Ti]#[Tl]13[Mn]#[H]23[Cu].O#OCl,True,C#S#C#C#O1#C#N#N#NC#1N#O1O2#C13#O1C(C4#C5#C3#Br51#C4)[AlH2]1(C)O2F2[H][Ti]#[Tl]13[Mn]#[H]23[Cu].O#OCl,False
CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,True,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,False
CC[NH+](CC)CCNC(=O)c1c(c([nH]c1C)/C=C\2/c3cc(ccc3NC2=O)F)C,True,CC[NH+](CC)CCNC(=O)c1c(c([nH]c1C)/C=C\2/c3cc(ccc3NC2=O)F)C,False
C#S#C#C#O1#C#N#N#NC#1N#O1([Hg][TlH2])#O2#C13#O1C(C4#C5#C3#Br51#C4)[AlH2]1(C)O2F2[H][Ti]#[Mn]13[Mn]#[H]23[Cu].O#OCl,True,C#S#C#C#O1#C#N#N#NC#1N#O1([Hg][TlH2])#O2#C13#O1C(C4#C5#C3#Br51#C4)[AlH2]1(C)O2F2[H][Ti]#[Mn]13[Mn]#[H]23[Cu].O#OCl,False
C#S#C#[PH]#O1#C#N#N#NC#1N1#O2([Hg]#[Tl])#C=13#C2#NN1C2#C4#C#Br4(#C2)C[AlH2]12O3F[H][Ti]#[Tl]21[Tc]#[H]1[Cu],True,C#S#C#[PH]#O1#C#N#N#NC#1N1#O2([Hg]#[Tl])#C=13#C2#NN1C2#C4#C#Br4(#C2)C[AlH2]12O3F[H][Ti]#[Tl]21[Tc]#[H]1[Cu],False
C#S#C#C#O1#C#N#N#NC#1N1#O2([Hg]#[Tl])#C13#C2#NN(C1#C2#C#Br2#C1)[AlH2]1(C)O3F[H][Ti]#[Tl]12[Tc]#[H]2[Cu].[SH]#OCl,True,C#S#C#C#O1#C#N#N#NC#1N1#O2([Hg]#[Tl])#C13#C2#NN(C1#C2#C#Br2#C1)[AlH2]1(C)O3F[H][Ti]#[Tl]12[Tc]#[H]2[Cu].[SH]#OCl,False
CCCS(=O)(=O)Nc1ccc(c(c1F)C(=O)c2c[nH]c3c2cc(cn3)c4ccc(cc4)Cl)F,True,CCCS(=O)(=O)Nc1ccc(c(c1F)C(=O)c2c[nH]c3c2cc(cn3)c4ccc(cc4)Cl)F,False
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O.Cl,True,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O.Cl,False
C#S1#C#P1#O1#C#N2#N#N2C#1N12#C34#C(#NC5C6#C7#C#Br7(#C6)C[Al]5O3F1[H][Ti]#[Tl])O#4#2[Hg]#[Tl],True,C#S1#C#P1#O1#C#N2#N#N2C#1N12#C34#C(#NC5C6#C7#C#Br7(#C6)C[Al]5O3F1[H][Ti]#[Tl])O#4#2[Hg]#[Tl],False
CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,True,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,False
