original_cfs,true_cf,improved_cfs,feasible_cf
B#N1#CC#C2#[Ca]3[IH][Zn][Cr]45F[SeH]4O4O6O4#[AlH]6C#FC#CCl#C(#O4[Fe]#O4#C1N1#S#C213)[Cu](#[Bi])[AlH][AlH2]#[Ca]5Cl.[AlH3],True,B#N1#CC#C2#[Ca]3[IH][Zn][Cr]45F[SeH]4O4O6O4#[AlH]6C#FC#CCl#C(#O4[Fe]#O4#C1N1#S#C213)[Cu](#[Bi])[AlH][AlH2]#[Ca]5Cl.[AlH3],False
CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO,True,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO,False
C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC,True,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC,False
C1CCCCC1c1cc(c2c(c1)OC([C@H]3[C@H]2CC(=O)CC3)(C)C)O,True,C1CCCCC1c1cc(c2c(c1)OC([C@H]3[C@H]2CC(=O)CC3)(C)C)O,False
B#N1#CC#C2#[Ca]3[IH][Zn][Cr]45F[SeH]4O4O6#[AlH]7C#F(C#CCl#C(#O8[Fe]#O8#C1N1#S#C213)[Cu](#[Bi])[AlH][AlH2]#[Ca]5Cl)O467.[AlH3],True,B#N1#CC#C2#[Ca]3[IH][Zn][Cr]45F[SeH]4O4O6#[AlH]7C#F(C#CCl#C(#O8[Fe]#O8#C1N1#S#C213)[Cu](#[Bi])[AlH][AlH2]#[Ca]5Cl)O467.[AlH3],False
B#N1#CC#C2#[Ca]3[IH][Zn][Cr]45F[SeH]4O4O6O4#[AlH]6C#FC#CCl#C(#O4[Fe]#O4#C1N1#S#C213)[Cu](#[Bi])[AlH][AlH2]#[Ca]5Cl.[AlH3].[Tc]I,True,B#N1#CC#C2#[Ca]3[IH][Zn][Cr]45F[SeH]4O4O6O4#[AlH]6C#FC#CCl#C(#O4[Fe]#O4#C1N1#S#C213)[Cu](#[Bi])[AlH][AlH2]#[Ca]5Cl.[AlH3].[Tc]I,False
B#N1#CC#C2#[Ca]3[IH][Zn][Cr]45F[SeH]4O4O6#[AlH]7C#F(C#CCl#C(#O8[Fe]#O8#C1N1#S#C213)[Cu](#[Bi])[AlH][AlH2]#[Ca]5Cl)O467.[AlH3],True,B#N1#CC#C2#[Ca]3[IH][Zn][Cr]45F[SeH]4O4O6#[AlH]7C#F(C#CCl#C(#O8[Fe]#O8#C1N1#S#C213)[Cu](#[Bi])[AlH][AlH2]#[Ca]5Cl)O467.[AlH3],False
CCOC1=CC=C(C=C1)C2=CC(=CN2C3=CC=C(C=C3)S(=O)(=O)N)C,True,CCOC1=CC=C(C=C1)C2=CC(=CN2C3=CC=C(C=C3)S(=O)(=O)N)C,False
B#N1#CC#C2#[Ca]3[IH][Zn][Cr]45F[SeH]4O4O6#[AlH]7C#F(C#CCl#C(#O8[Fe]#O8#C1N1#S#C213)[Cu](#[Bi])[AlH][AlH2]#[Ca]5Cl)O467.[AlH3],True,B#N1#CC#C2#[Ca]3[IH][Zn][Cr]45F[SeH]4O4O6#[AlH]7C#F(C#CCl#C(#O8[Fe]#O8#C1N1#S#C213)[Cu](#[Bi])[AlH][AlH2]#[Ca]5Cl)O467.[AlH3],False
C1CN(CCN1CC2=CC3=C(C=C2)OC(O3)(F)F)C(=O)NC4=C(C=CN=C4)Cl,True,C1CN(CCN1CC2=CC3=C(C=C2)OC(O3)(F)F)C(=O)NC4=C(C=CN=C4)Cl,False
B#N1#CC#C2#[Ca]3[IH][Zn][Cr]45F[SeH]4O4O6O4#[AlH]6C#FC#CCl#C(#O4[Fe]#O4#C1N1#S#C213)[Cu](#[Bi])[AlH][AlH2]#[Ca]5Cl.[AlH3],True,B#N1#CC#C2#[Ca]3[IH][Zn][Cr]45F[SeH]4O4O6O4#[AlH]6C#FC#CCl#C(#O4[Fe]#O4#C1N1#S#C213)[Cu](#[Bi])[AlH][AlH2]#[Ca]5Cl.[AlH3],False
B#N1#CC#C2#[Ca]3[IH][Zn][Cr]45F[SeH]4O4O6#[AlH]7C#F(C#CCl#C(#O8[Fe]#O8#C1N1#S#C213)[Cu](#[Bi])[AlH][AlH2]#[Ca]5Cl)O467.[AlH3],True,B#N1#CC#C2#[Ca]3[IH][Zn][Cr]45F[SeH]4O4O6#[AlH]7C#F(C#CCl#C(#O8[Fe]#O8#C1N1#S#C213)[Cu](#[Bi])[AlH][AlH2]#[Ca]5Cl)O467.[AlH3],False
