original_cfs,true_cf,improved_cfs,feasible_cf
C1=CC2=C(C=C1)N/C(=C/3\C(=C4C(=NC3=O)C=CC=C4F)N)/N2,True,C1=CC2=C(C=C1)N/C(=C/3\C(=C4C(=NC3=O)C=CC=C4F)N)/N2,False
C1CN(CCN1CC2=CC3=C(C=C2)OC(O3)(F)F)C(=O)NC4=C(C=CN=C4)Cl,True,C1CN(CCN1CC2=CC3=C(C=C2)OC(O3)(F)F)C(=O)NC4=C(C=CN=C4)Cl,False
Cl#[Hg].[CaH2].[H]#[Se]ClF([BiH2])[Tl]1CCF(C)Cl23#C#C#[Si](#CC14#OC1#N5#O1#N5#C(#C#C#NS#C#C#B)=O4)=C2(#[Al])[BiH]#3.[TlH3],True,Cl#[Hg].[CaH2].[H]#[Se]ClF([BiH2])[Tl]1CCF(C)Cl23#C#C#[Si](#CC14#OC1#N5#O1#N5#C(#C#C#NS#C#C#B)=O4)=C2(#[Al])[BiH]#3.[TlH3],False
Cl#[Hg].[CaH2].[CaH2].[H]#[Se]ClF([BiH2])[Tl]1CCF(C)Br23#C#C#[Si](#CC14#OC1#N5#O1#N5#C(#C#C#NS#C#C#[SeH])#O4)C2(#[Al])[BiH]#3.[TlH3],True,Cl#[Hg].[CaH2].[CaH2].[H]#[Se]ClF([BiH2])[Tl]1CCF(C)Br23#C#C#[Si](#CC14#OC1#N5#O1#N5#C(#C#C#NS#C#C#[SeH])#O4)C2(#[Al])[BiH]#3.[TlH3],False
Cl#[Hg].[CaH2].[CaH2].[H]#[Se]ClF([BiH2])[Tl]1CCF(C)Br23#C#C#[Si](#CC14#OC1#N5#O1#N5#C(#C#C#[Hg]S#C#C#B)#O4)C2(#[Al])[BiH]#3.[TlH3],True,Cl#[Hg].[CaH2].[CaH2].[H]#[Se]ClF([BiH2])[Tl]1CCF(C)Br23#C#C#[Si](#CC14#OC1#N5#O1#N5#C(#C#C#[Hg]S#C#C#B)#O4)C2(#[Al])[BiH]#3.[TlH3],False
B#CC#S[Hg]#C#C#C#N1#O2#N1#C2O#C1(O)C#[Si]2#C#C#Br3(#[BiH]C23#[Al])F(C)CC[Tl]1F([BiH2])Cl[Se]#[Tc].Cl#[Hg].[CaH2].[TlH3],True,B#CC#S[Hg]#C#C#C#N1#O2#N1#C2O#C1(O)C#[Si]2#C#C#Br3(#[BiH]C23#[Al])F(C)CC[Tl]1F([BiH2])Cl[Se]#[Tc].Cl#[Hg].[CaH2].[TlH3],False
B#C1#C#SN#C#C#C2#N3#O4#N3#C4O#C3(O2)[TlH]CC2C3#[Si]3#C4#C1#Br1(#[BiH]C31#[Al])F42C.Cl#[Hg].[CaH2].[CaH2].[H]#[Se]ClF[BiH2].[TlH3],True,B#C1#C#SN#C#C#C2#N3#O4#N3#C4O#C3(O2)[TlH]CC2C3#[Si]3#C4#C1#Br1(#[BiH]C31#[Al])F42C.Cl#[Hg].[CaH2].[CaH2].[H]#[Se]ClF[BiH2].[TlH3],False
Cl#[Hg].[CaH2].[H]#[Se]ClF([BiH2])[Tl]1CCF(C)Cl23#C#C#[Si](#CC14#OC1#N5#O1#N5#C(#C#C#NS#C#C#B)=O4)=C2(#[Al])[BiH]#3.[TlH3],True,Cl#[Hg].[CaH2].[H]#[Se]ClF([BiH2])[Tl]1CCF(C)Cl23#C#C#[Si](#CC14#OC1#N5#O1#N5#C(#C#C#NS#C#C#B)=O4)=C2(#[Al])[BiH]#3.[TlH3],False
C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)N=C(N=C2N)Cl,True,C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)N=C(N=C2N)Cl,False
Cl[Hg]C1CCF(C)Cl23#C#C#[Si](#CC14#OC1#N5#O1#N5#C(#C#C#NS#C#C#B)=O4)C2(#[Al])[BiH]#3.[TlH3],True,Cl[Hg]C1CCF(C)Cl23#C#C#[Si](#CC14#OC1#N5#O1#N5#C(#C#C#NS#C#C#B)=O4)C2(#[Al])[BiH]#3.[TlH3],False
