original_cfs,true_cf,improved_cfs,feasible_cf,graph_idx
C1CC2C3C4C1C1C2C3C41,True,C1CC2C3C4C1C1C2C3C41,False,738
C#O1C2C3C1C2O1CC1C31OO1CC1OCCSN#F#C#S#NON1CO1,True,C#O1C2C3C1C2O1CC1C31OO1CC1OCCSN#F#C#S#NON1CO1,False,1851
C#O1C2C3C1C2O1CC1C31OO1CC1OC1CCSN#F#C#S#NON1CCl1,True,C#O1C2C3C1C2O1CC1C31OO1CC1OC1CCSN#F#C#S#NON1CCl1,False,35
Cc1noc(N[S](=O)(=O)c2ccc(N)cc2)c1C,True,Cc1noc(N[S](=O)(=O)c2ccc(N)cc2)c1C,True,292
C#O12#C3C1#C2O1NC1C31=OO1#CC1O[SH]1CCSN#F#C#S#NON1CCl1,True,C#O12#C3C1#C2O1NC1C31=OO1#CC1O[SH]1CCSN#F#C#S#NON1CCl1,False,5
C#O1N2C1C1O2NC1C1O1C1C2C3C(CSN#F#C#S#CON4=CCl4)O213,True,C#O1N2C1C1O2NC1C1O1C1C2C3C(CSN#F#C#S#CON4=CCl4)O213,False,271
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC4OC(=O)c5ccccc45,True,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC4OC(=O)c5ccccc45,False,67
CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CCC[C@@H](N)C(O)=O)C2=O)C(O)=O,True,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CCC[C@@H](N)C(O)=O)C2=O)C(O)=O,False,443
C#O1C2C3C4OO4C(C4O[SH]4CCSN#C#C#S#NON4CCl4)O4(CC4)C1#C326,True,C#O1C2C3C4OO4C(C4O[SH]4CCSN#C#C#S#NON4CCl4)O4(CC4)C1#C326,False,291
C#C12#O[SH]1#C2O1#NC1C1#C#O1#C1#C2O3C(OSN#C#C#O#NON4#CCl4)O213,True,C#C12#O[SH]1#C2O1#NC1C1#C#O1#C1#C2O3C(OSN#C#C#O#NON4#CCl4)O213,False,299
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\\C(=C(/O)NCN(C)CCN(C)CNC(/O)=C/5C(=O)[C@H]([C@@H]6C[C@H]7C(=C(O)c8c(O)cccc8[C@@]7(C)O)C(=O)[C@]6(O)C5=O)N(C)C)C1=O,True,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\\C(=C(/O)NCN(C)CCN(C)CNC(/O)=C/5C(=O)[C@H]([C@@H]6C[C@H]7C(=C(O)c8c(O)cccc8[C@@]7(C)O)C(=O)[C@]6(O)C5=O)N(C)C)C1=O,False,79
