original_cfs,true_cf,improved_cfs,feasible_cf
CCCCC=CC=CC=CC=CC=COCC(O)CO,True,CCCCC=CC=CC=CC=CC=COCC(O)CO,False
CCC12NCC(=O)1C(Cl)O1F2.PBr.[NaH].[NaH].[Na]#Cl.[Na][Na].[SH]#I,True,CCC12NCC(=O)1C(Cl)O1F2.PBr.[NaH].[NaH].[Na]#Cl.[Na][Na].[SH]#I,False
CCC12NCC(=O)N1O2.PBr.Cl.I,True,CCC12NCC(=O)N1O2.PBr.Cl.I,True
CCC12NCC(O1C(Cl1O)F2)PBr,True,CCC12NCC(O1C(Cl1O)F2)PBr,False
CCC12#[Na]NCC(#O1[IH]#C#Cl1O#C1#O)F[Na]2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]#Cl.[SH]#I,True,CCC12#[Na]NCC(#O1[IH]#C#Cl1O#C1#O)F[Na]2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]#Cl.[SH]#I,False
CCC12#[Na]NCC(#O1[IH]#C#Cl1O#C1#O)F[Na]2.PBr.[NaH].[NaH].[NaH].[NaH].[NaH].[SH]#I,True,CCC12#[Na]NCC(#O1[IH]#C#Cl1O#C1#O)F[Na]2.PBr.[NaH].[NaH].[NaH].[NaH].[NaH].[SH]#I,False
CCC12#[Na]NCC(#O1[IH]#C#N1O#C1#O)F[Na]2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]#Cl.[SH]#I,True,CCC12#[Na]NCC(#O1[IH]#C#N1O#C1#O)F[Na]2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]#Cl.[SH]#I,False
CCC12NCC(O1)F2.PBr.Cl,True,CCC12NCC(O1)F2.PBr.Cl,False
CCC12NCC(=O)1C(Cl)O2.F[P-](Br)(Br)(Br)Br.[Na+].[Na+].[Na+].[Na+].[Na+].[SH-]I,True,CCC12NCC(=O)1C(Cl)O2.F[P-](Br)(Br)(Br)Br.[Na+].[Na+].[Na+].[Na+].[Na+].[SH-]I,False
CCC12NCC(O1CNO)F2.PBr.Cl,True,CCC12NCC(O1CNO)F2.PBr.Cl,False
CCC12NCC(=O)N1OC1=O.F[Na]2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]Cl.[SH]I,True,CCC12NCC(=O)N1OC1=O.F[Na]2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]Cl.[SH]I,False
CCC12NCC(=O)N1OC1O2.PBr.Cl,True,CCC12NCC(=O)N1OC1O2.PBr.Cl,False
CCC12NCC(=O)NCC1OCC1O2.PBr.Cl,True,CCC12NCC(=O)NCC1OCC1O2.PBr.Cl,False
CCC12NCC(#O1C#Cl1O#C1#O)F2,True,CCC12NCC(#O1C#Cl1O#C1#O)F2,False
CCC12NCC(#O1C#N1O#C1#O)F2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]#Cl.[SH]#I,True,CCC12NCC(#O1C#N1O#C1#O)F2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]#Cl.[SH]#I,False
CCC12#[Na]NCC(#O1[IH]#C#N1O#C1#O)F[Na]2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]#Cl.[SH]#I,True,CCC12#[Na]NCC(#O1[IH]#C#N1O#C1#O)F[Na]2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]#Cl.[SH]#I,False
O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)cc1S(=O)(=O)O,True,O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)cc1S(=O)(=O)O,False
CCC12#[Na]NCC(#O1[IH]#C#N1O#C1#O)F[Na]2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]#Cl.[SH]#I,True,CCC12#[Na]NCC(#O1[IH]#C#N1O#C1#O)F[Na]2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]#Cl.[SH]#I,False
CCC12#[Na]NCC(#O1[IH]#C#N1O#C1#O)F[Na]2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]#Cl.[SH]#I,True,CCC12#[Na]NCC(#O1[IH]#C#N1O#C1#O)F[Na]2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]#Cl.[SH]#I,False
CCC12#[Na]NCC(#O1[IH]#C#N1O#C1#O)F[Na]2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]#Cl.[SH]#I,True,CCC12#[Na]NCC(#O1[IH]#C#N1O#C1#O)F[Na]2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]#Cl.[SH]#I,False
CCC12#[Na]NCC(#O1[IH]#C#N1O#C1#O)F[Na]2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]#Cl.[SH]#I,True,CCC12#[Na]NCC(#O1[IH]#C#N1O#C1#O)F[Na]2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]#Cl.[SH]#I,False
CCC12NCC(=O)N1OCC1O2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]Cl.[SH]I,True,CCC12NCC(=O)N1OCC1O2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]Cl.[SH]I,False
CCC12#[Na]NCC(#O1[IH]#C#Cl1O#C1#O)F[Na]2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]#Cl.[SH]#I,True,CCC12#[Na]NCC(#O1[IH]#C#Cl1O#C1#O)F[Na]2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]#Cl.[SH]#I,False
CCC12NCC(O1)F2.PBr,True,CCC12NCC(O1)F2.PBr,False
CCC12NCC(=O)N1F2,True,CCC12NCC(=O)N1F2,False
CCC12NCC(=O)N1OC1O2.PBr.Cl,True,CCC12NCC(=O)N1OC1O2.PBr.Cl,False
CCC12NCC(=O)N1O2.PBr.Cl,True,CCC12NCC(=O)N1O2.PBr.Cl,True
CCC12#[Na]NCC(#O1[IH]#C#N1O#C1#O)F[Na]2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]#Cl.[SH]#I,True,CCC12#[Na]NCC(#O1[IH]#C#N1O#C1#O)F[Na]2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]#Cl.[SH]#I,False
CCC12NCC(=O)N1OF2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]Cl.[SH]I,True,CCC12NCC(=O)N1OF2.PBr.[NaH].[NaH].[NaH].[NaH].[Na]Cl.[SH]I,False
CCC12NCC(=O)N1C(Cl)O2F.PBr.[NaH].[NaH].[NaH].[Na][Na].[SH]I,True,CCC12NCC(=O)N1C(Cl)O2F.PBr.[NaH].[NaH].[NaH].[Na][Na].[SH]I,False
