original_cfs,true_cf,improved_cfs,feasible_cf,graph_idx
C=S=CN=C=ON=CNC1C2=C=C3=C=O4N1[SH]31=C=OC(=O1)COOF2C(=CCO)C=CO4C(C)ClCl(O[Co]C)S[Mn]N,True,C=S=CN=C=ON=CNC1C2=C=C3=C=O4N1[SH]31=C=OC(=O1)COOF2C(=CCO)C=CO4C(C)ClCl(O[Co]C)S[Mn]N,False,59
CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,True,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,False,47
C[SH]=CN=CO[SH]1(=O)NC1C(=CN=C=O)F(C=N=CNC(=CCCO)Cl[H]S)OO1C2=C3=S(O)O4C2C314,True,C[SH]=CN=CO[SH]1(=O)NC1C(=CN=C=O)F(C=N=CNC(=CCCO)Cl[H]S)OO1C2=C3=S(O)O4C2C314,False,2
C=[SH]1=C=C23=C=O[SH]14=CC24=C1=C24(O)#C=N#C5=O6[Tl]7C8#C9(C(=C=N)=[AsH]9F2=C2O=C9O%10=S(#C2%11#CC=%109%11)=C163)Cl(S[AlH2](=C=O)N=[Hg](#[SH])=S(=F)(=F)=F)ClC57O84,True,C=[SH]1=C=C23=C=O[SH]14=CC24=C1=C24(O)#C=N#C5=O6[Tl]7C8#C9(C(=C=N)=[AsH]9F2=C2O=C9O%10=S(#C2%11#CC=%109%11)=C163)Cl(S[AlH2](=C=O)N=[Hg](#[SH])=S(=F)(=F)=F)ClC57O84,False,1
CSONCCNCCCCCCCO,True,CSONCCNCCCCCCCO,True,10
C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,True,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,False,17
F[SH](F)F,True,F[SH](F)F,False,364
C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,True,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,False,23
C=N1OCN2(O=SC)O=S3=N4C5=C6C(=C=4NF(C4=N7=CNC7(Cl)=CoCC4O)C(=C=C5=C=O)=C1N23)OC56,True,C=N1OCN2(O=SC)O=S3=N4C5=C6C(=C=4NF(C4=N7=CNC7(Cl)=CoCC4O)C(=C=C5=C=O)=C1N23)OC56,False,178
N[SiH2][Ti](O)[Mn](P)I,True,N[SiH2][Ti](O)[Mn](P)I,False,8
C#S#C=N#C#O=O12#CN13=C21N24=S56#C78#O9O%10=C7%11(C7#C%12=F%13=O%10O(=C=7)O%127#C%10O%12=C%14%15Cl(O%10%14O2#C%154#N8#C#C%12%1313)Cl71=O[Cu](C)[Zn](=O)[Mn](N[SeH](#O)S(F)(=F)=F)S1)O5=C96%11,True,C#S#C=N#C#O=O12#CN13=C21N24=S56#C78#O9O%10=C7%11(C7#C%12=F%13=O%10O(=C=7)O%127#C%10O%12=C%14%15Cl(O%10%14O2#C%154#N8#C#C%12%1313)Cl71=O[Cu](C)[Zn](=O)[Mn](N[SeH](#O)S(F)(=F)=F)S1)O5=C96%11,False,223
O=[Hg]N[Al](S)P([Co])I([SiH3])S[SH](F)(F)=F,True,O=[Hg]N[Al](S)P([Co])I([SiH3])S[SH](F)(F)=F,False,41
C=S=C=N=C1=OO12=ON21O2N3C4=C5=N67=C=C21(O)(C=C5ClCl(O[Hg]C)SCNC(=O)S(F)(F)F)F(=OOCC12=OS316=C7=O2)C1=NC=OC1#CO4,True,C=S=C=N=C1=OO12=ON21O2N3C4=C5=N67=C=C21(O)(C=C5ClCl(O[Hg]C)SCNC(=O)S(F)(F)F)F(=OOCC12=OS316=C7=O2)C1=NC=OC1#CO4,False,404
CC(=O)Nc1nc2c(c(=O)n(c1=O)C1C=CC(=O)C=C1)N=C2,True,CC(=O)Nc1nc2c(c(=O)n(c1=O)C1C=CC(=O)C=C1)N=C2,True,85
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,True,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,False,15
CSCCC1ON1=CCOC(=O)CNCC(O)N[SH]=C=CC(=O)COOCNCO[Hg]C,True,CSCCC1ON1=CCOC(=O)CNCC(O)N[SH]=C=CC(=O)COOCNCO[Hg]C,False,200
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O.Cl,True,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O.Cl,False,43
N[SiH2][Mn]([AsH2])[Mn]P,True,N[SiH2][Mn]([AsH2])[Mn]P,False,5
C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F.Cl,True,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F.Cl,False,24
