original_cfs,true_cf,improved_cfs,feasible_cf
C#CC1C#C2C#C3C4#C#C5C3#C#C5(Cl)[H]3#N6#P1(F#[PH]#[Na])Br2#O#C4O(#[PH]O)C3.[NaH].[NaH].[NaH].[NaH],True,C#CC1C#C2C#C3C4#C#C5C3#C#C5(Cl)[H]3#N6#P1(F#[PH]#[Na])Br2#O#C4O(#[PH]O)C3.[NaH].[NaH].[NaH].[NaH],False
C#C1C#C23#C#C45C2#C#C4(#Cl)[H]2#N5#P1(#F#[PH]#[Na])Br3#O#C5O(#[PH]O)C4.[NaH].[NaH].[NaH].[NaH],True,C#C1C#C23#C#C45C2#C#C4(#Cl)[H]2#N5#P1(#F#[PH]#[Na])Br3#O#C5O(#[PH]O)C4.[NaH].[NaH].[NaH].[NaH],False
C#CC1C#CC2#C#CC3#C#CC4C5C3#C#CC5C6C4#N3#P1(#F#[PH]#[Na])Br2#O#C4O(#[PH]O)C3,True,C#CC1C#CC2#C#CC3#C#CC4C5C3#C#CC5C6C4#N3#P1(#F#[PH]#[Na])Br2#O#C4O(#[PH]O)C3,False
C#C1C#C2#C#C3C4#C#C5C6#C#C7C8C9#C%10C%11%12C%13%14%15%16%17%18%19%20%21%22%23%24%25%26%27%28%29%30%31%32%33%34%35%36%37%38%39%40%41%42%43%44%45%46%47%48%49%50%51%52%53%54%55%56%57%58%59%60%61%62%63%64%65%66%67%68%69%70%71%72%73%74%75%76%77%78%79%80%81%82%83%84%85%86%87%88%89%90%91%92%93%94%95%96C1C2C3C4C5C6C7C8C9%10%11%12%13%14%15%16%17%18%19%20%21%22%23%24%25%26%27%28%29%30%31%32%33%34%35%36%37%38%39%40%41%42%43%44%45%46%47%48%49%50%51%52%53%54%55%56%57%58%59%60%61%62%63%64%65%66%67%68%69%70%71%72%73%74%75%76%77%78%79%80%81%82%83%84%85%86%87%88%89%90%91%92%93%94%95%96,True,C#C1C#C2#C#C3C4#C#C5C6#C#C7C8C9#C%10C%11%12C%13%14%15%16%17%18%19%20%21%22%23%24%25%26%27%28%29%30%31%32%33%34%35%36%37%38%39%40%41%42%43%44%45%46%47%48%49%50%51%52%53%54%55%56%57%58%59%60%61%62%63%64%65%66%67%68%69%70%71%72%73%74%75%76%77%78%79%80%81%82%83%84%85%86%87%88%89%90%91%92%93%94%95%96C1C2C3C4C5C6C7C8C9%10%11%12%13%14%15%16%17%18%19%20%21%22%23%24%25%26%27%28%29%30%31%32%33%34%35%36%37%38%39%40%41%42%43%44%45%46%47%48%49%50%51%52%53%54%55%56%57%58%59%60%61%62%63%64%65%66%67%68%69%70%71%72%73%74%75%76%77%78%79%80%81%82%83%84%85%86%87%88%89%90%91%92%93%94%95%96,False
C#C1C=C2C#C3C=CC=C4C=CC=C5C=CC=C1C=C5C=C4C=C3C=C2[H]C#N6P1(F[P-]#[Na+])Br2OC3OP(=O)OC4O[PH]O[Na+].[NaH].[NaH].[NaH].[NaH],True,C#C1C=C2C#C3C=CC=C4C=CC=C5C=CC=C1C=C5C=C4C=C3C=C2[H]C#N6P1(F[P-]#[Na+])Br2OC3OP(=O)OC4O[PH]O[Na+].[NaH].[NaH].[NaH].[NaH],False
C#C1C#C2C#C3#C#C4C3#C#C5C6#Cl[H]3#N6#P1(#F#[PH]#[Na])Br2#O#C4O(#[PH]O)C3.[NaH].[NaH].[NaH].[NaH],True,C#C1C#C2C#C3#C#C4C3#C#C5C6#Cl[H]3#N6#P1(#F#[PH]#[Na])Br2#O#C4O(#[PH]O)C3.[NaH].[NaH].[NaH].[NaH],False
C#C1C#C2#C#C3C2#C#C1C3,True,C#C1C#C2#C#C3C2#C#C1C3,False
C#C1C#C2#C#C3C2#C#C3C4C5C3#C#C4(Cl)N3P1(F)Br2OCO(P(O)O)C3,True,C#C1C#C2#C#C3C2#C#C3C4C5C3#C#C4(Cl)N3P1(F)Br2OCO(P(O)O)C3,False
Cc1cnc2c(cc(C)c3c2nc(N)n3C)n1,True,Cc1cnc2c(cc(C)c3c2nc(N)n3C)n1,False
C=CC(=O)OCC(Br)CBr,True,C=CC(=O)OCC(Br)CBr,False
