original_cfs,true_cf,improved_cfs,feasible_cf,graph_idx
S=S(Cl=[BiH])[Sn](=[Nd])[Ba]#[BiH][BiH]#[Ge][Zr][Bi]=[Bi]#[Bi]=[Mn]#[Bi],True,S=S(Cl=[BiH])[Sn](=[Nd])[Ba]#[BiH][BiH]#[Ge][Zr][Bi]=[Bi]#[Bi]=[Mn]#[Bi],False,1970
[AlH2][Sn]([Co])([BiH][BiH2])[Ni]([Co])([GeH2][Sr]([Zn])[SbH2])([Cd][BiH2])[In]([BiH2])([Fe][BiH][BiH][AsH2])[BiH][BiH][BiH2],True,[AlH2][Sn]([Co])([BiH][BiH2])[Ni]([Co])([GeH2][Sr]([Zn])[SbH2])([Cd][BiH2])[In]([BiH2])([Fe][BiH][BiH][AsH2])[BiH][BiH][BiH2],False,1579
S=S(Cl=[BiH])[Sn](=[Nd])[Ba]#[BiH][BiH]#[Ge][Zr]=[BiH]=[Bi]#[Bi]=[Mn]#[Bi],True,S=S(Cl=[BiH])[Sn](=[Nd])[Ba]#[BiH][BiH]#[Ge][Zr]=[BiH]=[Bi]#[Bi]=[Mn]#[Bi],False,1049
[Be]=[Sn]([Ti]#[Fe][Pd]#[Ti][Zr][BiH][BiH]#[Bi]=[Na]#[Bi])S(=S)#[Na]=[BiH],True,[Be]=[Sn]([Ti]#[Fe][Pd]#[Ti][Zr][BiH][BiH]#[Bi]=[Na]#[Bi])S(=S)#[Na]=[BiH],False,32
[H]=[Sn]([Ti]#[Fe][Pd]#[Ti][Zr]=[Bi][BiH]#[Bi]=[Na]#[Bi])S(=S)#[Na]#[Bi],True,[H]=[Sn]([Ti]#[Fe][Pd]#[Ti][Zr]=[Bi][BiH]#[Bi]=[Na]#[Bi])S(=S)#[Na]#[Bi],False,109
N[SnH]([Mo]#[BiH][BiH]#[Co][Zr][Fe]#[BiH]#[BiH][Mn]#[Bi])S(#[SH])#[K]#[Bi],True,N[SnH]([Mo]#[BiH][BiH]#[Co][Zr][Fe]#[BiH]#[BiH][Mn]#[Bi])S(#[SH])#[K]#[Bi],False,914
[H]=[Sn]([Ti]#[Fe][BiH]#[Ge][Zr][Bi]=[Bi]#[Bi]=[Mn]#[Bi])[SH](=S)=[Na][BiH2],True,[H]=[Sn]([Ti]#[Fe][BiH]#[Ge][Zr][Bi]=[Bi]#[Bi]=[Mn]#[Bi])[SH](=S)=[Na][BiH2],False,1294
S=[SH](=Cl=[BiH])[SnH]([Nd])[Ba]#[Fe][BiH]#[Ge][Zr][Bi]=[Bi]#[Bi]=[Mn]#[Bi],True,S=[SH](=Cl=[BiH])[SnH]([Nd])[Ba]#[Fe][BiH]#[Ge][Zr][Bi]=[Bi]#[Bi]=[Mn]#[Bi],False,275
[H]=[Sn]([Ti]#[Fe][Pd]#[Ti][SeH]=[Bi][BiH]#[Bi]=[Na]#[Bi])S(=S)#[Na]#[Bi],True,[H]=[Sn]([Ti]#[Fe][Pd]#[Ti][SeH]=[Bi][BiH]#[Bi]=[Na]#[Bi])S(=S)#[Na]#[Bi],False,874
[Ba]#[Fe][BiH]#[Ge][Zr]=[Ba]#[BiH]#[BiH]#[Mn]#[Bi],True,[Ba]#[Fe][BiH]#[Ge][Zr]=[Ba]#[BiH]#[BiH]#[Mn]#[Bi],False,798
